Temp [C],Umid. Relativa,Vazão [m3/min],Pres. Total [Pa],Pres. Estatica [Pa],Pres. Dinâmica [Pa],Pres. Placa o. [Pa],Teste
23.409,60.494,1.533,1037.341,963.102,74.239,833.935,7
23.494,60.39,1.533,1022.281,947.033,75.248,863.232,7
23.592,60.288,1.532,1007.217,930.856,76.361,859.57,7
23.691,60.191,1.531,992.925,915.313,77.612,799.756,7
23.787,60.108,1.529,980.213,901.289,78.924,722.851,7
23.878,60.053,1.526,968.954,888.783,80.171,680.127,7
23.959,60.032,1.522,959.014,877.72,81.294,851.025,7
24.03,60.041,1.519,951.015,868.737,82.278,880.322,7
24.107,60.07,1.515,945.135,861.98,83.155,786.328,7
24.198,60.11,1.512,940.603,856.691,83.912,1020.703,7
24.294,60.158,1.51,936.32,851.869,84.451,829.052,7
24.389,60.218,1.509,932.195,847.488,84.707,782.666,7
24.482,60.287,1.509,928.534,843.834,84.7,912.06,7
24.57,60.358,1.51,925.417,840.956,84.461,902.295,7
24.648,60.42,1.512,923.086,839.072,84.014,825.39,7
24.704,60.462,1.516,921.721,838.344,83.377,842.48,7
24.731,60.476,1.52,921.842,839.26,82.582,798.535,7
24.728,60.467,1.525,924.198,842.549,81.649,741.162,7
24.698,60.439,1.529,928.529,847.987,80.542,820.507,7
24.644,60.407,1.531,933.525,854.295,79.23,730.175,7
24.58,60.383,1.532,938.275,860.553,77.722,849.804,7
24.511,60.362,1.531,942.68,866.656,76.024,797.314,7
24.44,60.342,1.528,947.216,873.09,74.126,820.507,7
24.37,60.318,1.523,952.089,880.014,72.075,825.39,7
24.303,60.278,1.518,956.662,886.663,69.999,901.074,7
24.243,60.22,1.512,960.853,892.894,67.959,783.886,7
24.195,60.142,1.508,965.509,899.474,66.035,803.418,7
24.161,60.067,1.504,970.585,906.31,64.275,636.181,7
24.139,60.021,1.501,975.852,913.174,62.678,868.115,7
24.135,60.014,1.499,981.476,920.152,61.324,782.666,7
24.143,60.047,1.497,987.392,927.048,60.344,748.486,7
24.159,60.112,1.496,994.028,934.219,59.809,927.929,7
24.176,60.209,1.495,1001.892,942.157,59.735,830.273,7
24.191,60.325,1.495,1010.806,950.679,60.127,761.914,7
24.2,60.443,1.495,1020.434,959.507,60.927,815.625,7
24.204,60.56,1.494,1030.166,968.092,62.074,785.107,7
24.205,60.675,1.494,1039.708,976.17,63.538,855.908,7
24.196,60.774,1.494,1049.441,984.13,65.311,785.107,7
24.175,60.855,1.494,1059.912,992.576,67.336,798.535,7
24.144,60.926,1.495,1071.392,1001.888,69.504,746.045,7
24.102,60.98,1.496,1083.134,1011.416,71.718,1024.365,7
24.05,61.019,1.498,1094.323,1020.384,73.939,789.99,7
23.995,61.048,1.5,1104.201,1028.118,76.083,875.439,7
23.943,61.068,1.504,1112.145,1034.105,78.04,782.666,7
23.9,61.078,1.507,1118.2,1038.431,79.769,771.679,7
23.87,61.086,1.509,1122.934,1041.662,81.272,805.859,7
23.851,61.102,1.511,1126.9,1044.332,82.568,803.418,7
23.84,61.12,1.511,1130.064,1046.408,83.656,835.156,7
23.835,61.121,1.512,1132.721,1048.177,84.544,776.562,7
23.834,61.103,1.512,1135.736,1050.489,85.247,815.625,7
23.839,61.069,1.512,1139.926,1054.084,85.842,788.769,7
23.854,61.023,1.511,1145.648,1059.222,86.426,838.818,7
23.879,60.972,1.509,1152.996,1066.031,86.965,764.355,7
23.911,60.931,1.507,1161.237,1073.841,87.396,851.025,7
23.947,60.91,1.505,1168.915,1081.185,87.73,859.57,7
23.986,60.901,1.503,1174.743,1086.762,87.981,724.072,7
24.027,60.893,1.501,1177.361,1089.274,88.087,825.39,7
24.067,60.884,1.5,1176.091,1088.108,87.983,924.267,7
24.104,60.867,1.5,1171.034,1083.35,87.684,803.418,7
24.134,60.825,1.501,1162.898,1075.648,87.25,826.611,7
24.152,60.757,1.502,1151.902,1065.181,86.721,798.535,7
24.155,60.674,1.504,1137.547,1051.336,86.211,842.48,7
24.134,60.582,1.507,1119.996,1034.142,85.854,849.804,7
24.088,60.489,1.509,1100.253,1014.604,85.649,837.597,7
23.786,60.532,1.623,943.936,869.117,74.819,992.627,8
23.782,60.506,1.633,927.167,850.886,76.281,901.074,8
23.786,60.47,1.639,914.706,836.961,77.745,915.722,8
23.8,60.433,1.643,907.013,827.856,79.157,1028.027,8
23.822,60.391,1.644,904.163,823.712,80.451,988.964,8
23.85,60.336,1.643,906.581,824.976,81.605,958.447,8
23.884,60.269,1.642,915.042,832.393,82.649,932.812,8
23.923,60.186,1.639,929.967,846.401,83.566,892.529,8
23.979,60.088,1.637,951.283,866.899,84.384,923.047,8
24.056,59.982,1.635,978.876,893.757,85.119,1029.248,8
24.141,59.875,1.635,1011.877,926.102,85.775,988.964,8
24.225,59.77,1.634,1048.491,962.015,86.476,1007.275,8
24.299,59.682,1.634,1088.024,1000.647,87.377,974.316,8
24.355,59.616,1.634,1130.405,1041.863,88.542,993.847,8
24.39,59.562,1.635,1174.475,1084.462,90.013,1023.144,8
24.404,59.53,1.636,1218.69,1126.894,91.796,1003.613,8
24.395,59.511,1.639,1262.088,1168.274,93.814,991.406,8
24.37,59.494,1.642,1304.157,1208.147,96.01,981.64,8
24.331,59.484,1.646,1343.755,1245.403,98.352,1050,8
24.283,59.482,1.65,1379.527,1278.712,100.815,1029.248,8
24.235,59.489,1.654,1410.91,1307.566,103.344,929.15,8
24.194,59.505,1.658,1437.73,1331.878,105.852,1002.392,8
24.163,59.516,1.662,1459.722,1351.415,108.307,993.847,8
24.142,59.504,1.665,1476.221,1365.485,110.736,1007.275,8
24.137,59.466,1.667,1486.903,1373.768,113.135,1029.248,8
24.147,59.404,1.668,1492.443,1377.035,115.408,960.888,8
24.167,59.326,1.668,1494.184,1376.717,117.467,975.537,8
24.193,59.244,1.668,1493.617,1374.287,119.33,960.888,8
24.208,59.168,1.667,1491.574,1370.489,121.085,987.744,8
24.203,59.112,1.666,1488.364,1365.63,122.734,943.798,8
24.186,59.088,1.664,1484.946,1360.749,124.197,1009.716,8
24.161,59.101,1.663,1482.627,1357.229,125.398,1013.379,8
24.137,59.15,1.661,1482.714,1356.457,126.257,1053.662,8
24.119,59.24,1.66,1485.874,1359.14,126.734,946.24,8
24.11,59.376,1.659,1492.884,1366.048,126.836,897.412,8
24.119,59.544,1.657,1504.562,1378.002,126.56,973.095,8
24.145,59.715,1.656,1520.282,1394.415,125.867,976.757,8
24.186,59.867,1.655,1539.119,1414.31,124.809,948.681,8
24.238,59.978,1.654,1560.21,1436.819,123.391,1069.531,8
24.3,60.036,1.653,1583.512,1462.006,121.506,1112.255,8
24.364,60.031,1.653,1609.259,1490.12,119.139,937.695,8
24.418,59.963,1.653,1636.362,1520.026,116.336,892.529,8
24.448,59.854,1.653,1663.626,1550.418,113.208,963.33,8
24.449,59.732,1.654,1689.695,1579.858,109.837,1042.675,8
24.432,59.619,1.655,1713.51,1607.133,106.377,982.861,8
24.399,59.511,1.655,1734.723,1631.736,102.987,992.627,8
24.352,59.398,1.655,1752.549,1652.853,99.696,985.302,8
24.294,59.284,1.656,1766.165,1669.524,96.641,1021.923,8
24.235,59.17,1.657,1775.106,1681.14,93.966,1004.834,8
24.177,59.062,1.658,1778.944,1687.129,91.815,1076.855,8
24.13,58.979,1.66,1778.055,1687.705,90.35,1006.054,8
24.104,58.924,1.662,1773.709,1684.228,89.481,942.578,8
24.101,58.898,1.663,1766.595,1677.609,88.986,1057.324,8
24.123,58.904,1.665,1757.144,1668.379,88.765,990.185,8
24.165,58.938,1.667,1746.441,1657.657,88.784,930.371,8
24.215,58.994,1.668,1735.806,1646.762,89.044,965.771,8
24.269,59.072,1.669,1725.978,1636.39,89.588,919.384,8
24.323,59.169,1.669,1716.871,1626.423,90.448,1010.937,8
24.368,59.28,1.668,1708.818,1617.247,91.571,1001.171,8
24.397,59.41,1.667,1702.6,1609.717,92.883,945.019,8
24.413,59.562,1.664,1698.319,1604.002,94.317,1030.468,8
24.417,59.727,1.661,1696.11,1600.302,95.808,986.523,8
24.42,59.886,1.658,1696.279,1598.958,97.321,883.984,8
24.425,60.02,1.655,1699.069,1600.256,98.813,1034.13,8
24.418,60.108,1.653,1704.699,1604.432,100.267,996.289,8
24.398,60.156,1.651,1713.227,1611.486,101.741,1051.22,8
24.367,60.182,1.65,1724.429,1621.146,103.283,951.123,8
24.328,60.206,1.65,1737.709,1632.878,104.831,1048.779,8
24.284,60.256,1.651,1752.77,1646.564,106.206,1030.468,8
24.243,60.324,1.653,1768.787,1661.424,107.363,1103.711,8
24.213,60.392,1.657,1784.167,1675.732,108.435,980.42,8
24.197,60.457,1.661,1797.616,1688.181,109.435,947.461,8
24.198,60.526,1.665,1808.022,1697.676,110.346,1081.738,8
24.217,60.597,1.669,1814.718,1703.495,111.223,1009.716,8
24.257,60.657,1.672,1817.381,1705.366,112.015,1012.158,8
24.311,60.706,1.675,1815.674,1703.006,112.668,952.343,8
24.376,60.739,1.678,1810.209,1696.993,113.216,947.461,8
24.443,60.753,1.679,1801.463,1687.848,113.615,958.447,8
24.505,60.757,1.679,1789.507,1675.636,113.871,935.254,8
24.551,60.749,1.677,1774.791,1660.735,114.056,854.687,8
24.566,60.726,1.674,1757.631,1643.442,114.189,1028.027,8
24.55,60.691,1.669,1739.16,1624.848,114.312,1069.531,8
24.51,60.652,1.664,1720.144,1605.724,114.42,959.668,8
24.452,60.62,1.659,1701.253,1586.764,114.489,1012.158,8
24.383,60.604,1.654,1683.074,1568.744,114.33,927.929,8
24.307,60.606,1.65,1665.542,1551.724,113.818,1030.468,8
24.232,60.622,1.647,1649.309,1536.252,113.057,974.316,8
24.169,60.632,1.646,1634.948,1522.913,112.035,1067.089,8
24.129,60.611,1.646,1622.569,1511.832,110.737,916.943,8
24.113,60.546,1.647,1612.012,1502.878,109.134,1056.103,8
24.116,60.451,1.649,1602.826,1495.726,107.1,956.005,8
24.13,60.35,1.652,1594.829,1490.212,104.617,984.082,8
24.143,60.252,1.655,1588.027,1486.174,101.853,1040.234,8
24.148,60.161,1.658,1582.618,1483.674,98.944,872.998,8
24.141,60.091,1.66,1578.868,1482.952,95.916,973.095,8
24.124,60.047,1.66,1576.314,1483.529,92.785,858.349,8
24.097,60.035,1.659,1574.596,1485.01,89.586,977.978,8
24.058,60.055,1.657,1574.175,1487.769,86.406,1023.144,8
24.011,60.089,1.653,1575.673,1492.28,83.393,1009.716,8
23.968,60.124,1.65,1579.264,1498.644,80.62,927.929,8
23.937,60.155,1.647,1584.838,1506.701,78.137,981.64,8
23.92,60.171,1.644,1592.296,1516.265,76.031,956.005,8
23.923,60.164,1.642,1601.339,1527.015,74.324,988.964,8
23.952,60.128,1.64,1611.624,1538.602,73.022,1013.379,8
24.005,60.061,1.639,1622.801,1550.714,72.087,846.142,8
24.081,59.974,1.638,1634.188,1562.763,71.425,1029.248,8
24.172,59.873,1.638,1644.721,1573.674,71.047,980.42,8
24.268,59.761,1.639,1653.163,1582.126,71.037,982.861,8
24.356,59.65,1.64,1658.847,1587.371,71.476,940.136,8
24.43,59.563,1.641,1661.699,1589.401,72.298,941.357,8
24.48,59.503,1.642,1662.037,1588.705,73.332,1073.193,8
24.502,59.461,1.643,1660.47,1585.956,74.514,1026.806,8
24.5,59.435,1.644,1657.736,1581.918,75.818,913.281,8
24.482,59.423,1.644,1653.636,1576.462,77.174,960.888,8
24.446,59.424,1.645,1647.472,1568.883,78.589,968.213,8
24.39,59.433,1.646,1638.616,1558.495,80.121,984.082,8
24.323,59.448,1.646,1626.356,1544.654,81.702,920.605,8
24.257,59.465,1.647,1610.684,1527.461,83.223,959.668,8
24.198,59.485,1.647,1591.676,1507.095,84.581,936.474,8
24.15,59.509,1.646,1569.298,1483.55,85.748,973.095,8
24.114,59.534,1.645,1543.935,1457.171,86.764,985.302,8
24.095,59.554,1.644,1515.901,1428.3,87.601,1039.013,8
24.084,59.564,1.643,1485.983,1397.739,88.244,945.019,8
24.075,59.561,1.642,1455.277,1366.57,88.707,974.316,8
24.066,59.545,1.641,1424.225,1335.056,89.169,934.033,8
24.059,59.518,1.641,1393.178,1303.411,89.767,1036.572,8
24.054,59.484,1.641,1362.222,1271.781,90.441,982.861,8
24.052,59.457,1.641,1331.768,1240.609,91.159,936.474,8
24.053,59.444,1.642,1302.362,1210.475,91.887,782.666,8
24.051,59.441,1.642,1274.939,1182.34,92.599,883.984,8
24.044,59.446,1.641,1251.19,1157.897,93.293,991.406,8
24.035,59.451,1.639,1232.14,1138.168,93.972,996.289,8
24.024,59.438,1.636,1218.373,1123.843,94.53,982.861,8
24.009,59.398,1.633,1210.095,1115.249,94.846,865.673,8
23.989,59.328,1.63,1207.201,1112.291,94.91,1010.937,8
23.967,59.236,1.626,1210.428,1115.654,94.774,949.902,8
23.943,59.135,1.623,1219.634,1125.154,94.48,869.336,8
23.918,59.041,1.62,1233.761,1139.787,93.974,957.226,8
23.887,58.966,1.618,1251.677,1158.505,93.172,881.543,8
23.842,58.918,1.616,1272.156,1180.08,92.076,910.839,8
23.788,58.908,1.615,1294.722,1203.944,90.778,975.537,8
23.724,58.945,1.614,1318.96,1229.583,89.377,1034.13,8
23.656,59.03,1.614,1344.258,1256.282,87.976,1003.613,8
23.59,59.156,1.616,1369.872,1283.221,86.651,1053.662,8
23.532,59.308,1.618,1395.149,1309.657,85.492,976.757,8
23.487,59.461,1.621,1418.951,1334.434,84.517,991.406,8
23.457,59.594,1.625,1441.018,1357.356,83.662,931.591,8
23.446,59.692,1.629,1462.262,1379.378,82.884,999.951,8
23.455,59.744,1.633,1482.712,1400.558,82.154,984.082,8
23.485,59.754,1.638,1502.395,1420.869,81.526,1028.027,8
23.534,59.722,1.643,1521.587,1440.516,81.071,953.564,8
23.596,59.651,1.648,1539.697,1458.869,80.828,976.757,8
23.659,59.559,1.652,1555.188,1474.355,80.833,1060.986,8
23.709,59.47,1.656,1567.159,1486.058,81.101,1040.234,8
23.744,59.393,1.659,1575.453,1493.833,81.62,990.185,8
23.762,59.337,1.661,1580.062,1497.719,82.343,844.922,8
23.761,59.288,1.662,1581.341,1498.034,83.307,1021.923,8
23.744,59.231,1.662,1580.151,1495.554,84.597,910.839,8
23.72,59.167,1.661,1577.495,1491.279,86.216,1052.441,8
23.703,59.1,1.659,1574.054,1485.963,88.091,934.033,8
23.698,59.024,1.658,1569.907,1479.725,90.182,912.06,8
23.705,58.938,1.656,1564.35,1471.855,92.495,945.019,8
23.724,58.85,1.653,1556.448,1461.432,95.016,1009.716,8
23.757,58.769,1.651,1545.681,1447.928,97.753,1018.261,8
23.8,58.706,1.648,1532.179,1431.519,100.66,1067.089,8
23.848,58.673,1.646,1516.313,1412.62,103.693,988.964,8
23.9,58.677,1.645,1498.276,1391.502,106.774,938.916,8
23.949,58.718,1.645,1478.207,1368.42,109.787,965.771,8
23.983,58.788,1.646,1457.064,1344.343,112.721,953.564,8
24.002,58.875,1.646,1435.935,1320.346,115.589,943.798,8
24.003,58.97,1.648,1415.185,1296.841,118.344,1042.675,8
23.989,59.074,1.649,1395.121,1274.193,120.928,1026.806,8
23.97,59.174,1.651,1376.286,1252.979,123.307,915.722,8
23.951,59.258,1.653,1359.344,1233.901,125.443,1019.482,8
23.935,59.324,1.654,1344.98,1217.669,127.311,932.812,8
23.927,59.375,1.654,1333.625,1204.745,128.88,1047.558,8
23.932,59.418,1.654,1326.141,1196.056,130.085,964.55,8
23.948,59.455,1.654,1323.191,1192.275,130.916,980.42,8
23.972,59.483,1.654,1325.043,1193.597,131.446,1014.599,8
24.002,59.497,1.654,1331.933,1200.228,131.705,1045.117,8
24.028,59.5,1.654,1343.708,1212.009,131.699,954.785,8
24.052,59.498,1.655,1359.961,1228.523,131.438,1013.379,8
24.077,59.492,1.657,1379.908,1249.029,130.879,1025.586,8
24.099,59.482,1.659,1402.873,1272.891,129.982,949.902,8
24.114,59.47,1.66,1427.715,1298.993,128.722,959.668,8
24.117,59.463,1.662,1453.694,1326.537,127.157,998.73,8
24.109,59.46,1.663,1479.675,1354.292,125.383,1034.13,8
24.092,59.461,1.663,1503.707,1380.241,123.466,1046.338,8
24.072,59.47,1.664,1524.914,1403.467,121.447,932.812,8
24.047,59.488,1.665,1542.942,1423.535,119.407,1042.675,8
24.017,59.51,1.665,1557.522,1440.079,117.443,941.357,8
23.986,59.53,1.665,1568.965,1453.293,115.672,883.984,8
23.956,59.555,1.664,1578.241,1464.104,114.137,852.246,8
23.932,59.593,1.662,1586.1,1473.31,112.79,1013.379,8
23.918,59.636,1.659,1592.833,1481.182,111.651,1023.144,8
23.909,59.673,1.655,1598.873,1488.098,110.775,985.302,8
23.901,59.699,1.652,1604.532,1494.382,110.15,988.964,8
23.905,59.721,1.649,1609.621,1499.839,109.782,1034.13,8
23.928,59.734,1.647,1613.937,1504.142,109.795,1010.937,8
23.966,59.731,1.646,1616.571,1506.275,110.296,1043.896,8
24.015,59.71,1.645,1616.346,1505.083,111.263,957.226,8
24.071,59.671,1.647,1613.352,1500.669,112.683,1053.662,8
24.124,59.616,1.649,1608.456,1493.937,114.519,896.191,8
24.166,59.549,1.651,1601.904,1485.245,116.659,969.433,8
24.194,59.472,1.654,1594.288,1475.231,119.057,979.199,8
24.206,59.384,1.657,1586.642,1464.996,121.646,1075.634,8
24.203,59.288,1.66,1580.082,1455.674,124.408,982.861,8
24.181,59.19,1.663,1574.907,1447.546,127.361,1024.365,8
24.139,59.096,1.665,1570.072,1439.672,130.4,1019.482,8
24.086,59.015,1.666,1565.112,1431.716,133.396,1040.234,8
24.034,58.956,1.667,1560.236,1423.954,136.282,958.447,8
23.992,58.923,1.667,1555.65,1416.728,138.922,1019.482,8
23.963,58.907,1.667,1551.398,1410.144,141.254,919.384,8
23.947,58.906,1.667,1547.523,1404.199,143.324,966.992,8
23.955,58.919,1.667,1544.014,1398.894,145.12,990.185,8
24.001,58.945,1.667,1540.801,1394.211,146.59,977.978,8
24.078,58.976,1.666,1537.996,1390.277,147.719,949.902,8
24.169,59.002,1.665,1535.961,1387.47,148.491,1001.171,8
24.263,59.018,1.664,1535.354,1386.55,148.804,959.668,8
24.352,59.023,1.662,1536.37,1387.783,148.587,1202.587,8
24.428,59.029,1.661,1538.709,1390.861,147.848,1030.468,8
24.484,59.043,1.66,1542.613,1395.988,146.625,1001.171,8
24.511,59.061,1.66,1548.643,1403.656,144.987,986.523,8
24.509,59.081,1.662,1557.035,1414.037,142.998,1017.041,8
24.48,59.108,1.664,1567.927,1427.222,140.705,1036.572,8
24.425,59.143,1.667,1581.575,1443.366,138.209,960.888,8
24.351,59.19,1.671,1598.258,1462.671,135.587,968.213,8
24.271,59.246,1.674,1618.405,1485.546,132.859,930.371,8
24.197,59.303,1.676,1641.809,1511.684,130.125,945.019,8
24.137,59.352,1.677,1666.966,1539.546,127.42,1004.834,8
24.092,59.387,1.676,1692.332,1567.631,124.701,1050,8
24.067,59.413,1.674,1716.574,1594.674,121.9,1065.869,8
24.069,59.429,1.672,1738.652,1619.649,119.003,905.957,8
24.102,59.431,1.669,1757.515,1641.392,116.123,1054.882,8
24.146,59.422,1.666,1772.154,1658.756,113.398,1048.779,8
24.183,59.411,1.664,1781.993,1671.076,110.917,993.847,8
24.214,59.404,1.663,1786.479,1677.734,108.745,1036.572,8
24.234,59.402,1.663,1784.734,1677.816,106.918,982.861,8
24.24,59.408,1.664,1776.149,1670.754,105.395,1007.275,8
24.236,59.426,1.667,1761.734,1657.531,104.203,1074.414,8
24.226,59.445,1.67,1743.247,1639.876,103.371,887.646,8
24.216,59.45,1.672,1721.991,1619.164,102.827,948.681,8
24.208,59.436,1.673,1698.877,1596.341,102.536,937.695,8
24.2,59.397,1.674,1675.246,1572.758,102.488,995.068,8
24.19,59.335,1.672,1652.087,1549.439,102.648,980.42,8
24.176,59.256,1.67,1629.83,1526.811,103.019,905.957,8
24.154,59.18,1.666,1608.337,1504.719,103.618,957.226,8
24.126,59.129,1.661,1588.475,1484.022,104.453,1071.972,8
24.1,59.107,1.657,1572.228,1466.718,105.51,932.812,8
24.077,59.117,1.652,1560.089,1453.362,106.727,843.701,8
24.058,59.155,1.648,1552.037,1443.967,108.07,847.363,8
23.338,60.088,1.805,1774.616,1668.155,106.461,1391.796,9
23.345,60.177,1.809,1774.768,1666.741,108.027,1146.435,9
23.394,60.213,1.814,1774.76,1665.339,109.421,1115.918,9
23.485,60.193,1.817,1775.201,1664.728,110.473,1217.236,9
23.612,60.126,1.821,1775.749,1664.6,111.149,1181.836,9
23.755,60.04,1.823,1776.527,1665.065,111.462,1167.187,9
23.892,59.963,1.826,1777.479,1666.029,111.45,1200.146,9
24.007,59.9,1.828,1778.662,1667.475,111.187,1130.566,9
24.087,59.852,1.829,1779.671,1668.874,110.797,907.177,9
24.125,59.827,1.827,1780.195,1669.827,110.368,1235.546,9
24.139,59.837,1.824,1780.594,1670.688,109.906,1261.181,9
24.139,59.894,1.82,1780.881,1671.472,109.409,1145.214,9
24.125,59.976,1.815,1781.705,1672.784,108.921,1065.869,9
24.108,60.047,1.808,1783.884,1675.412,108.472,1180.615,9
24.096,60.09,1.802,1787.764,1679.643,108.121,1164.746,9
24.091,60.098,1.797,1793.488,1685.457,108.031,1255.078,9
24.09,60.064,1.793,1801.03,1692.741,108.289,1185.498,9
24.094,59.987,1.79,1810.137,1701.312,108.825,1115.918,9
24.107,59.878,1.79,1820.282,1710.724,109.558,1219.677,9
24.125,59.748,1.791,1831.663,1721.205,110.458,1136.67,9
24.146,59.607,1.793,1844.639,1733.094,111.545,1167.187,9
24.165,59.459,1.795,1858.941,1745.985,112.956,1118.359,9
24.173,59.313,1.797,1874.311,1759.49,114.821,1147.656,9
24.167,59.173,1.8,1890.051,1772.816,117.235,1156.201,9
24.151,59.051,1.801,1905.498,1785.324,120.174,1147.656,9
24.132,58.948,1.802,1920.474,1796.98,123.494,1203.808,9
24.122,58.863,1.802,1934.097,1806.951,127.146,1178.173,9
24.131,58.812,1.801,1945.74,1814.698,131.042,1146.435,9
24.163,58.813,1.8,1954.763,1819.798,134.965,1235.546,9
24.217,58.866,1.799,1960.408,1821.755,138.653,1103.711,9
24.285,58.954,1.799,1962.832,1820.819,142.013,1159.863,9
24.366,59.055,1.798,1962.606,1817.544,145.062,1106.152,9
24.456,59.159,1.798,1960.156,1812.32,147.836,1057.324,9
24.535,59.263,1.797,1955.341,1804.989,150.352,1082.959,9
24.593,59.354,1.795,1947.931,1795.36,152.571,1172.07,9
24.632,59.425,1.793,1938.132,1783.717,154.415,1162.304,9
24.653,59.467,1.791,1926.405,1770.613,155.792,1112.255,9
24.669,59.475,1.788,1913.287,1756.576,156.711,1181.836,9
24.693,59.454,1.785,1899.054,1741.857,157.197,1267.285,9
24.722,59.415,1.784,1883.625,1726.306,157.319,1245.312,9
24.758,59.363,1.783,1867.072,1709.971,157.101,1082.959,9
24.802,59.302,1.783,1850.494,1693.984,156.51,1118.359,9
24.857,59.239,1.783,1834.637,1678.967,155.67,1070.752,9
24.914,59.185,1.784,1819.845,1665.149,154.696,1161.084,9
24.961,59.142,1.786,1806.714,1653.116,153.598,1181.836,9
24.99,59.102,1.788,1795.031,1642.649,152.382,1183.056,9
24.992,59.064,1.79,1785.244,1634.157,151.087,1205.029,9
24.961,59.021,1.792,1777.123,1627.414,149.709,1187.939,9
24.897,58.962,1.794,1770.522,1622.315,148.207,1168.408,9
24.802,58.885,1.796,1766.184,1619.612,146.572,1128.125,9
24.682,58.818,1.797,1763.534,1618.727,144.807,1159.863,9
24.543,58.789,1.798,1761.604,1618.621,142.983,1201.367,9
24.395,58.812,1.798,1760.109,1618.959,141.15,1062.207,9
24.254,58.899,1.798,1758.999,1619.665,139.334,1133.007,9
24.128,59.048,1.797,1758.097,1620.575,137.522,1234.326,9
24.019,59.249,1.797,1756.503,1620.905,135.598,1152.539,9
23.931,59.484,1.798,1753.495,1619.984,133.511,1179.394,9
23.853,59.724,1.798,1749.303,1617.977,131.326,1090.283,9
23.771,59.939,1.798,1744.346,1615.248,129.098,1108.593,9
23.69,60.103,1.797,1739.134,1612.283,126.851,1159.863,9
23.617,60.204,1.795,1734.852,1610.326,124.526,1101.269,9
23.552,60.237,1.793,1732.372,1610.363,122.009,1196.484,9
23.497,60.202,1.791,1731.552,1612.313,119.239,1209.912,9
23.459,60.116,1.789,1732.786,1616.558,116.228,1247.754,9
23.447,60.012,1.789,1736.139,1623.102,113.037,1157.421,9
23.459,59.904,1.79,1740.634,1630.86,109.774,1342.968,9
23.493,59.803,1.793,1746.502,1639.945,106.557,1269.726,9
23.547,59.716,1.797,1754.448,1650.897,103.551,1146.435,9
23.614,59.655,1.801,1764.847,1663.981,100.866,1107.373,9
23.687,59.629,1.807,1778.007,1679.415,98.592,1176.953,9
23.76,59.621,1.812,1793.6,1696.812,96.788,1222.119,9
23.825,59.613,1.816,1811.263,1715.77,95.493,1142.773,9
23.872,59.595,1.82,1830.001,1735.364,94.637,1170.849,9
23.901,59.555,1.823,1849.439,1755.313,94.126,1258.74,9
23.922,59.491,1.825,1870.497,1776.529,93.968,1097.607,9
23.938,59.404,1.826,1892.466,1798.325,94.141,1134.228,9
23.946,59.309,1.824,1913.229,1818.59,94.639,1170.849,9
23.946,59.227,1.822,1931.378,1835.926,95.452,1268.505,9
23.949,59.172,1.819,1946.565,1849.968,96.597,1185.498,9
23.963,59.167,1.816,1958.999,1860.976,98.023,1108.593,9
23.99,59.227,1.813,1967.99,1868.292,99.698,1085.4,9
24.031,59.342,1.81,1972.665,1871.011,101.654,1070.752,9
24.082,59.502,1.807,1973.231,1869.395,103.836,1153.759,9
24.131,59.681,1.803,1969.786,1863.561,106.225,1119.58,9
24.17,59.842,1.8,1962.471,1853.662,108.809,1098.828,9
24.195,59.964,1.797,1951.881,1840.353,111.528,1230.664,9
24.21,60.042,1.793,1938.22,1823.926,114.294,1136.67,9
24.214,60.075,1.79,1922.335,1805.325,117.01,1172.07,9
24.204,60.078,1.787,1905.444,1785.886,119.558,1203.808,9
24.174,60.063,1.785,1888.158,1766.235,121.923,1189.16,9
24.122,60.031,1.784,1871.622,1747.513,124.109,1173.291,9
24.052,59.989,1.784,1856.672,1730.603,126.069,1223.339,9
23.977,59.941,1.786,1843.261,1715.5,127.761,1124.462,9
23.906,59.891,1.789,1831.658,1702.518,129.14,1225.781,9
23.838,59.847,1.792,1822.24,1692.041,130.199,1169.629,9
23.777,59.816,1.796,1816.086,1685.097,130.989,1207.47,9
23.73,59.788,1.801,1813.923,1682.398,131.525,1176.953,9
23.7,59.755,1.806,1815.492,1683.717,131.775,1161.084,9
23.685,59.719,1.809,1820.34,1688.62,131.72,1096.386,9
23.682,59.668,1.812,1827.29,1695.928,131.362,1235.546,9
23.689,59.595,1.813,1835.212,1704.369,130.843,1200.146,9
23.705,59.508,1.813,1843.924,1713.653,130.271,1124.462,9
23.728,59.413,1.813,1853.581,1723.948,129.633,1145.214,9
23.759,59.318,1.812,1863.968,1735.04,128.928,1113.476,9
23.795,59.232,1.81,1875.223,1746.996,128.227,1186.718,9
23.833,59.163,1.808,1888.263,1760.652,127.611,1186.718,9
23.87,59.117,1.806,1903.376,1776.297,127.079,1274.609,9
23.903,59.096,1.805,1919.943,1793.403,126.54,1190.38,9
23.928,59.085,1.804,1937.361,1811.352,126.009,1151.318,9
23.948,59.075,1.804,1955.152,1829.569,125.583,1246.533,9
23.966,59.072,1.805,1972.926,1847.621,125.305,1131.787,9
23.983,59.072,1.806,1990.133,1864.96,125.173,1107.373,9
23.996,59.064,1.808,2006.994,1881.757,125.237,1285.595,9
23.999,59.044,1.81,2023.542,1898.038,125.504,1183.056,9
23.991,59.02,1.812,2038.979,1913.048,125.931,1180.615,9
23.97,59.002,1.814,2052.871,1926.355,126.516,1162.304,9
